# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Construct.appendAtEnd
# Parameters: (size = 1)

# Run progress: 0,00% complete, ETA 23:36:40
# Fork: 1 of 5
# Warmup Iteration   1: 0,016 us/op
# Warmup Iteration   2: 0,016 us/op
# Warmup Iteration   3: 0,016 us/op
# Warmup Iteration   4: 0,016 us/op
# Warmup Iteration   5: 0,016 us/op

# Run progress: 46,00% complete, ETA 12:48:13
# Fork: 2 of 5
# Warmup Iteration   1: 10,732 us/op
# Warmup Iteration   2: 10,364 us/op
# Warmup Iteration   3: 10,284 us/op
# Warmup Iteration   4: 10,281 us/op
# Warmup Iteration   5: 10,283 us/op
Iteration   1: 10,285 us/op
Iteration   2: 10,384 us/op
Iteration   3: 10,382 us/op
Iteration   4: 10,287 us/op
Iteration   5: 10,298 us/op

# Run progress: 46,12% complete, ETA 12:46:32
# Fork: 3 of 5
# Warmup Iteration   1: 10,478 us/op
# Warmup Iteration   2: 10,045 us/op
# Warmup Iteration   3: 10,134 us/op
# Warmup Iteration   4: 10,078 us/op
# Warmup Iteration   5: 10,169 us/op
Iteration   1: 10,231 us/op
Iteration   2: 10,030 us/op
Iteration   3: 10,108 us/op
Iteration   4: 10,082 us/op
Iteration   5: 10,069 us/op

# Run progress: 46,24% complete, ETA 12:44:52
# Fork: 4 of 5
# Warmup Iteration   1: 10,734 us/op
# Warmup Iteration   2: 10,314 us/op
# Warmup Iteration   3: 10,307 us/op
# Warmup Iteration   4: 10,370 us/op
# Warmup Iteration   5: 10,318 us/op
Iteration   1: 10,321 us/op
Iteration   2: 10,319 us/op
Iteration   3: 10,300 us/op
Iteration   4: 10,323 us/op
Iteration   5: 10,307 us/op

# Run progress: 46,35% complete, ETA 12:43:11
# Fork: 5 of 5
# Warmup Iteration   1: 10,741 us/op
# Warmup Iteration   2: 10,392 us/op
# Warmup Iteration   3: 10,514 us/op
# Warmup Iteration   4: 10,400 us/op
# Warmup Iteration   5: 10,311 us/op
Iteration   1: 10,333 us/op
Iteration   2: 10,314 us/op
Iteration   3: 10,396 us/op
Iteration   4: 10,480 us/op
Iteration   5: 10,580 us/op


Result "de.codecentric.scala.list.Construct.constructFromIterator":
  10,297 ±(99.9%) 0,092 us/op [Average]
  (min, avg, max) = (10,030, 10,297, 10,580), stdev = 0,122
  CI (99.9%): [10,206, 10,389] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.scala.list.Construct.constructFromIterator
# Parameters: (size = 10000)

# Run progress: 46,47% complete, ETA 12:41:31
# Fork: 1 of 5
# Warmup Iteration   1: 122,987 us/op
# Warmup Iteration   2: 117,258 us/op
# Warmup Iteration   3: 117,405 us/op
# Warmup Iteration   4: 117,330 us/op
# Warmup Iteration   5: 117,497 us/op
Iteration   1: 117,926 us/op
Iteration   2: 116,692 us/op
Iteration   3: 117,094 us/op
Iteration   4: 116,912 us/op
Iteration   5: 117,172 us/op

# Run progress: 46,59% complete, ETA 12:39:51
# Fork: 2 of 5
# Warmup Iteration   1: 123,668 us/op
# Warmup Iteration   2: 117,752 us/op
# Warmup Iteration   3: 117,778 us/op
# Warmup Iteration   4: 117,694 us/op
# Warmup Iteration   5: 117,763 us/op
Iteration   1: 117,562 us/op
Iteration   2: 117,791 us/op
Iteration   3: 117,875 us/op
Iteration   4: 117,808 us/op
Iteration   5: 117,595 us/op

# Run progress: 46,71% complete, ETA 12:38:10
# Fork: 3 of 5
# Warmup Iteration   1: 124,753 us/op
# Warmup Iteration   2: 117,490 us/op
# Warmup Iteration   3: 117,744 us/op
# Warmup Iteration   4: 117,550 us/op
# Warmup Iteration   5: 117,628 us/op
Iteration   1: 117,550 us/op
Iteration   2: 117,613 us/op
Iteration   3: 117,636 us/op
Iteration   4: 117,590 us/op
Iteration   5: 117,618 us/op

# Run progress: 46,82% complete, ETA 12:36:30
# Fork: 4 of 5
# Warmup Iteration   1: 123,540 us/op
# Warmup Iteration   2: 117,745 us/op
# Warmup Iteration   3: 117,930 us/op
# Warmup Iteration   4: 117,979 us/op
# Warmup Iteration   5: 118,132 us/op
Iteration   1: 118,034 us/op
Iteration   2: 118,540 us/op
Iteration   3: 117,671 us/op
Iteration   4: 117,631 us/op
Iteration   5: 117,623 us/op

# Run progress: 46,94% complete, ETA 12:34:49
# Fork: 5 of 5
# Warmup Iteration   1: 124,038 us/op
# Warmup Iteration   2: 117,724 us/op
# Warmup Iteration   3: 117,740 us/op
# Warmup Iteration   4: 117,738 us/op
# Warmup Iteration   5: 117,974 us/op
Iteration   1: 118,318 us/op
Iteration   2: 117,332 us/op
Iteration   3: 117,147 us/op
Iteration   4: 117,122 us/op
Iteration   5: 117,413 us/op


Result "de.codecentric.scala.list.Construct.constructFromIterator":
  117,571 ±(99.9%) 0,310 us/op [Average]
  (min, avg, max) = (116,692, 117,571, 118,540), stdev = 0,414
  CI (99.9%): [117,260, 117,881] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.scala.list.Consume.consumeFromEnd
# Parameters: (size = 1)

# Run progress: 47,06% complete, ETA 12:33:09
# Fork: 1 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 47,18% complete, ETA 12:31:29
# Fork: 2 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 47,29% complete, ETA 12:29:48
# Fork: 3 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 47,41% complete, ETA 12:28:08
# Fork: 4 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 47,53% complete, ETA 12:26:28
# Fork: 5 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op


Result "de.codecentric.scala.list.Consume.consumeFromEnd":
  0,004 ±(99.9%) 0,001 us/op [Average]
  (min, avg, max) = (0,004, 0,004, 0,004), stdev = 0,001
  CI (99.9%): [0,004, 0,004] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.scala.list.Consume.consumeFromEnd
# Parameters: (size = 10)

# Run progress: 47,65% complete, ETA 12:24:47
# Fork: 1 of 5
# Warmup Iteration   1: 0,287 us/op
# Warmup Iteration   2: 0,396 us/op
# Warmup Iteration   3: 0,292 us/op
# Warmup Iteration   4: 0,289 us/op
# Warmup Iteration   5: 0,295 us/op
Iteration   1: 0,289 us/op
Iteration   2: 0,288 us/op
Iteration   3: 0,288 us/op
Iteration   4: 0,289 us/op
Iteration   5: 0,293 us/op

# Run progress: 47,76% complete, ETA 12:23:07
# Fork: 2 of 5
# Warmup Iteration   1: 0,287 us/op
# Warmup Iteration   2: 0,396 us/op
# Warmup Iteration   3: 0,288 us/op
# Warmup Iteration   4: 0,288 us/op
# Warmup Iteration   5: 0,288 us/op
Iteration   1: 0,287 us/op
Iteration   2: 0,293 us/op
Iteration   3: 0,288 us/op
Iteration   4: 0,288 us/op
Iteration   5: 0,288 us/op

# Run progress: 47,88% complete, ETA 12:21:26
# Fork: 3 of 5
# Warmup Iteration   1: 0,287 us/op
# Warmup Iteration   2: 0,396 us/op
# Warmup Iteration   3: 0,288 us/op
# Warmup Iteration   4: 0,293 us/op
# Warmup Iteration   5: 0,290 us/op
Iteration   1: 0,292 us/op
Iteration   2: 0,288 us/op
Iteration   3: 0,291 us/op
Iteration   4: 0,291 us/op
Iteration   5: 0,291 us/op

# Run progress: 48,00% complete, ETA 12:19:46
# Fork: 4 of 5
# Warmup Iteration   1: 0,287 us/op
# Warmup Iteration   2: 0,396 us/op
# Warmup Iteration   3: 0,288 us/op
# Warmup Iteration   4: 0,288 us/op
# Warmup Iteration   5: 0,288 us/op
Iteration   1: 0,288 us/op
Iteration   2: 0,290 us/op
Iteration   3: 0,288 us/op
Iteration   4: 0,288 us/op
Iteration   5: 0,288 us/op

# Run progress: 48,12% complete, ETA 12:18:06
# Fork: 5 of 5
# Warmup Iteration   1: 0,288 us/op
# Warmup Iteration   2: 0,396 us/op
# Warmup Iteration   3: 0,288 us/op
# Warmup Iteration   4: 0,290 us/op
# Warmup Iteration   5: 0,290 us/op
Iteration   1: 0,290 us/op
Iteration   2: 0,289 us/op
Iteration   3: 0,288 us/op
Iteration   4: 0,291 us/op
Iteration   5: 0,293 us/op


Result "de.codecentric.scala.list.Consume.consumeFromEnd":
  0,289 ±(99.9%) 0,002 us/op [Average]
  (min, avg, max) = (0,287, 0,289, 0,293), stdev = 0,002
  CI (99.9%): [0,288, 0,291] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.scala.list.Consume.consumeFromEnd
# Parameters: (size = 100)

# Run progress: 48,24% complete, ETA 12:16:25
# Fork: 1 of 5
# Warmup Iteration   1: 30,030 us/op
# Warmup Iteration   2: 34,094 us/op
# Warmup Iteration   3: 36,770 us/op
# Warmup Iteration   4: 36,759 us/op
# Warmup Iteration   5: 36,681 us/op
Iteration   1: 36,622 us/op
Iteration   2: 37,182 us/op
Iteration   3: 36,642 us/op
Iteration   4: 36,631 us/op
Iteration   5: 37,022 us/op

# Run progress: 48,35% complete, ETA 12:14:45
# Fork: 2 of 5
# Warmup Iteration   1: 29,968 us/op
# Warmup Iteration   2: 34,074 us/op
# Warmup Iteration   3: 36,953 us/op
# Warmup Iteration   4: 37,024 us/op
# Warmup Iteration   5: 36,858 us/op
Iteration   1: 36,564 us/op
Iteration   2: 36,609 us/op
Iteration   3: 36,616 us/op
Iteration   4: 36,627 us/op
Iteration   5: 37,264 us/op

# Run progress: 48,47% complete, ETA 12:13:05
# Fork: 3 of 5
# Warmup Iteration   1: 30,038 us/op
# Warmup Iteration   2: 34,004 us/op
# Warmup Iteration   3: 36,731 us/op
# Warmup Iteration   4: 36,998 us/op
# Warmup Iteration   5: 36,640 us/op
Iteration   1: 37,558 us/op
Iteration   2: 36,599 us/op
Iteration   3: 37,334 us/op
Iteration   4: 36,832 us/op
Iteration   5: 36,791 us/op

# Run progress: 48,59% complete, ETA 12:11:24
# Fork: 4 of 5
# Warmup Iteration   1: 30,027 us/op
# Warmup Iteration   2: 34,330 us/op
# Warmup Iteration   3: 37,361 us/op
# Warmup Iteration   4: 36,943 us/op
# Warmup Iteration   5: 36,561 us/op
Iteration   1: 36,592 us/op
Iteration   2: 36,597 us/op
Iteration   3: 36,897 us/op
Iteration   4: 37,132 us/op
Iteration   5: 36,947 us/op

# Run progress: 48,71% complete, ETA 12:09:44
# Fork: 5 of 5
# Warmup Iteration   1: 30,611 us/op
# Warmup Iteration   2: 33,903 us/op
# Warmup Iteration   3: 37,814 us/op
# Warmup Iteration   4: 37,851 us/op
# Warmup Iteration   5: 37,049 us/op
Iteration   1: 37,763 us/op
Iteration   2: 36,501 us/op
Iteration   3: 36,669 us/op
Iteration   4: 37,555 us/op
Iteration   5: 37,841 us/op


Result "de.codecentric.scala.list.Consume.consumeFromEnd":
  36,936 ±(99.9%) 0,306 us/op [Average]
  (min, avg, max) = (36,501, 36,936, 37,841), stdev = 0,409
  CI (99.9%): [36,629, 37,242] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.scala.list.Consume.consumeFromEnd
# Parameters: (size = 1000)

# Run progress: 48,82% complete, ETA 12:08:03
# Fork: 1 of 5
# Warmup Iteration   1: 2783,166 us/op
# Warmup Iteration   2: 2715,073 us/op
# Warmup Iteration   3: 2812,873 us/op
# Warmup Iteration   4: 2742,219 us/op
# Warmup Iteration   5: 2724,900 us/op
Iteration   1: 2778,244 us/op
Iteration   2: 2719,609 us/op
Iteration   3: 2802,381 us/op
Iteration   4: 2773,458 us/op
Iteration   5: 2814,034 us/op

# Run progress: 48,94% complete, ETA 12:06:23
# Fork: 2 of 5
# Warmup Iteration   1: 2787,571 us/op
# Warmup Iteration   2: 2720,679 us/op
# Warmup Iteration   3: 2818,966 us/op
# Warmup Iteration   4: 2778,934 us/op
# Warmup Iteration   5: 2721,944 us/op
Iteration   1: 2817,110 us/op
Iteration   2: 2720,196 us/op
Iteration   3: 2764,193 us/op
Iteration   4: 2816,181 us/op
Iteration   5: 2814,536 us/op

# Run progress: 49,06% complete, ETA 12:04:43
# Fork: 3 of 5
# Warmup Iteration   1: 2791,927 us/op
# Warmup Iteration   2: 2719,534 us/op
# Warmup Iteration   3: 2667,042 us/op
# Warmup Iteration   4: 2741,054 us/op
# Warmup Iteration   5: 2712,192 us/op
Iteration   1: 2691,548 us/op
Iteration   2: 2694,904 us/op
Iteration   3: 2703,900 us/op
Iteration   4: 2746,679 us/op
Iteration   5: 2703,427 us/op

# Run progress: 49,18% complete, ETA 12:03:02
# Fork: 4 of 5
# Warmup Iteration   1: 2822,033 us/op
# Warmup Iteration   2: 2742,561 us/op
# Warmup Iteration   3: 2829,130 us/op
# Warmup Iteration   4: 2736,853 us/op
# Warmup Iteration   5: 2780,017 us/op
Iteration   1: 2746,623 us/op
Iteration   2: 2728,253 us/op
Iteration   3: 2782,184 us/op
Iteration   4: 2790,211 us/op
Iteration   5: 2822,245 us/op

# Run progress: 49,29% complete, ETA 12:01:22
# Fork: 5 of 5
# Warmup Iteration   1: 2805,895 us/op
# Warmup Iteration   2: 2769,500 us/op
# Warmup Iteration   3: 2744,545 us/op
# Warmup Iteration   4: 2722,728 us/op
# Warmup Iteration   5: 2754,547 us/op
Iteration   1: 2756,569 us/op
Iteration   2: 2723,084 us/op
Iteration   3: 2750,527 us/op
Iteration   4: 2728,123 us/op
Iteration   5: 2780,100 us/op


Result "de.codecentric.scala.list.Consume.consumeFromEnd":
  2758,733 ±(99.9%) 31,564 us/op [Average]
  (min, avg, max) = (2691,548, 2758,733, 2822,245), stdev = 42,138
  CI (99.9%): [2727,168, 2790,297] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.scala.list.Consume.consumeFromEnd
# Parameters: (size = 10000)

# Run progress: 49,41% complete, ETA 11:59:42
# Fork: 1 of 5
# Warmup Iteration   1: 388406,077 us/op
# Warmup Iteration   2: 374371,311 us/op
# Warmup Iteration   3: 380761,081 us/op
# Warmup Iteration   4: 382282,437 us/op
# Warmup Iteration   5: 377373,507 us/op
Iteration   1: 377012,907 us/op
Iteration   2: 374330,078 us/op
Iteration   3: 379078,674 us/op
Iteration   4: 374415,648 us/op
Iteration   5: 376910,170 us/op

# Run progress: 49,53% complete, ETA 11:58:03
# Fork: 2 of 5
# Warmup Iteration   1: 388969,815 us/op
# Warmup Iteration   2: 375341,411 us/op
# Warmup Iteration   3: 374572,407 us/op
# Warmup Iteration   4: 374259,885 us/op
# Warmup Iteration   5: 374715,404 us/op
Iteration   1: 376468,893 us/op
Iteration   2: 386491,523 us/op
Iteration   3: 374617,148 us/op
Iteration   4: 374157,207 us/op
Iteration   5: 374165,830 us/op

# Run progress: 49,65% complete, ETA 11:56:24
# Fork: 3 of 5
# Warmup Iteration   1: 387475,415 us/op
# Warmup Iteration   2: 374564,022 us/op
# Warmup Iteration   3: 381905,959 us/op
# Warmup Iteration   4: 385799,635 us/op
# Warmup Iteration   5: 374084,144 us/op
Iteration   1: 374697,333 us/op
Iteration   2: 374411,193 us/op
Iteration   3: 375748,715 us/op
Iteration   4: 375576,819 us/op
Iteration   5: 375818,641 us/op

# Run progress: 49,76% complete, ETA 11:54:45
# Fork: 4 of 5
# Warmup Iteration   1: 390160,581 us/op
# Warmup Iteration   2: 376195,285 us/op
# Warmup Iteration   3: 376104,185 us/op
# Warmup Iteration   4: 375910,926 us/op
# Warmup Iteration   5: 377063,396 us/op
Iteration   1: 375693,430 us/op
Iteration   2: 377843,122 us/op
Iteration   3: 375881,552 us/op
Iteration   4: 375605,744 us/op
Iteration   5: 375875,796 us/op

# Run progress: 49,88% complete, ETA 11:53:06
# Fork: 5 of 5
# Warmup Iteration   1: 388906,400 us/op
# Warmup Iteration   2: 374413,367 us/op
# Warmup Iteration   3: 382430,537 us/op
# Warmup Iteration   4: 385852,246 us/op
# Warmup Iteration   5: 379232,781 us/op
Iteration   1: 375841,622 us/op
Iteration   2: 374175,789 us/op
Iteration   3: 373806,426 us/op
Iteration   4: 385661,612 us/op
Iteration   5: 378142,730 us/op


Result "de.codecentric.scala.list.Consume.consumeFromEnd":
  376497,144 ±(99.9%) 2386,948 us/op [Average]
  (min, avg, max) = (373806,426, 376497,144, 386491,523), stdev = 3186,507
  CI (99.9%): [374110,196, 378884,092] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.scala.list.Consume.consumeFromStart
# Parameters: (size = 1)

# Run progress: 50,00% complete, ETA 11:51:27
# Fork: 1 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 50,12% complete, ETA 11:49:46
# Fork: 2 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 50,24% complete, ETA 11:48:06
# Fork: 3 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,003 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 50,35% complete, ETA 11:46:25
# Fork: 4 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 50,47% complete, ETA 11:44:45
# Fork: 5 of 5
# Warmup Iteration   1: 0,004 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op


Result "de.codecentric.scala.list.Consume.consumeFromStart":
  0,004 ±(99.9%) 0,001 us/op [Average]
  (min, avg, max) = (0,004, 0,004, 0,004), stdev = 0,001
  CI (99.9%): [0,004, 0,004] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.scala.list.Consume.consumeFromStart
# Parameters: (size = 10)

# Run progress: 50,59% complete, ETA 11:43:04
# Fork: 1 of 5
# Warmup Iteration   1: 0,025 us/op
# Warmup Iteration   2: 0,025 us/op
# Warmup Iteration   3: 0,023 us/op
# Warmup Iteration   4: 0,023 us/op
# Warmup Iteration   5: 0,023 us/op
Iteration   1: 0,023 us/op
Iteration   2: 0,023 us/op
Iteration   3: 0,023 us/op
Iteration   4: 0,023 us/op
Iteration   5: 0,023 us/op

# Run progress: 50,71% complete, ETA 11:41:24
# Fork: 2 of 5
# Warmup Iteration   1: 0,025 us/op
# Warmup Iteration   2: 0,025 us/op
# Warmup Iteration   3: 0,023 us/op
# Warmup Iteration   4: 0,023 us/op
# Warmup Iteration   5: 0,023 us/op
Iteration   1: 0,023 us/op
Iteration   2: 0,023 us/op
Iteration   3: 0,023 us/op
Iteration   4: 0,023 us/op
Iteration   5: 0,023 us/op

# Run progress: 50,82% complete, ETA 11:39:43
# Fork: 3 of 5
# Warmup Iteration   1: 0,025 us/op
# Warmup Iteration   2: 0,025 us/op
# Warmup Iteration   3: 0,023 us/op
# Warmup Iteration   4: 0,023 us/op
# Warmup Iteration   5: 0,023 us/op
Iteration   1: 0,023 us/op
Iteration   2: 0,023 us/op
Iteration   3: 0,023 us/op
Iteration   4: 0,023 us/op
Iteration   5: 0,022 us/op

# Run progress: 50,94% complete, ETA 11:38:03
# Fork: 4 of 5
# Warmup Iteration   1: 0,025 us/op
# Warmup Iteration   2: 0,025 us/op
# Warmup Iteration   3: 0,024 us/op
# Warmup Iteration   4: 0,024 us/op
# Warmup Iteration   5: 0,024 us/op
Iteration   1: 0,024 us/op
Iteration   2: 0,024 us/op
Iteration   3: 0,024 us/op
Iteration   4: 0,024 us/op
Iteration   5: 0,024 us/op

# Run progress: 51,06% complete, ETA 11:36:23
# Fork: 5 of 5
# Warmup Iteration   1: 0,025 us/op
# Warmup Iteration   2: 0,025 us/op
# Warmup Iteration   3: 0,023 us/op
# Warmup Iteration   4: 0,023 us/op
# Warmup Iteration   5: 0,023 us/op
Iteration   1: 0,023 us/op
Iteration   2: 0,023 us/op
Iteration   3: 0,023 us/op
Iteration   4: 0,023 us/op
Iteration   5: 0,023 us/op


Result "de.codecentric.scala.list.Consume.consumeFromStart":
  0,023 ±(99.9%) 0,001 us/op [Average]
  (min, avg, max) = (0,022, 0,023, 0,024), stdev = 0,001
  CI (99.9%): [0,022, 0,023] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.scala.list.Consume.consumeFromStart
# Parameters: (size = 100)

# Run progress: 51,18% complete, ETA 11:34:42
# Fork: 1 of 5
# Warmup Iteration   1: 0,238 us/op
# Warmup Iteration   2: 0,238 us/op
# Warmup Iteration   3: 0,215 us/op
# Warmup Iteration   4: 0,216 us/op
# Warmup Iteration   5: 0,215 us/op
Iteration   1: 0,216 us/op
Iteration   2: 0,216 us/op
Iteration   3: 0,215 us/op
Iteration   4: 0,217 us/op
